,compound,precursor
0,C00223,C00540
1,C00323,C00540
2,C00406,C00540
3,C00296,C00540
4,C00852,C00540
5,C00493,C00540
6,C02947,C00540
7,C12208,C00540
8,C10434,C00540
9,C00083,C00540
10,C03582,C00540
11,C01745,C00540
12,C05901,C00540
13,C05270,C00540
14,C17744,C00540
15,C17746,C00540
16,C17747,C00540
17,C17745,C00540
18,C17748,C00540
19,C10462,C00540
20,C17740,C00540
21,C17741,C00540
22,C17743,C00540
23,C17742,C00540
24,C10443,C00540
25,C17749,C00540
26,C17750,C00540
27,C10287,C00540
